"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_HISP","gap_completion_white_hispanic"
"5464","University of Phoenix-Illinois",3,10243,4049,0.1,0.0313,0.687
"5472","ITT Technical Institute-Canton",3,19538,3559,0.369,0.3636,0.0146341463414635
"5499","University of Antelope Valley",3,6656,3426,0.75,0.7088,0.0549333333333334
"5528","DigiPen Institute of Technology",3,20838,9059,0.5,0.6,-0.2
"5532","ITT Technical Institute-Duluth",3,16944,1762,0.4333,0.6154,-0.42026309716132
"5534","University of Phoenix-Indiana",3,7382,4279,0.1351,0.5,-2.70096225018505
"5544","Westwood College-Chicago Loop",3,16066,3386,0.3077,0.1522,0.505362365940851
"5561","Brookline College-Albuquerque",3,23640,8894,0.4359,0.5905,-0.354668501949989
"5565","Baker College of Allen Park",2,8304,4411,0.125,0.1034,0.1728
"5571","Daymar Institute-Murfreesboro",3,19131,5524,0.5909,1,-0.692333728211203
"5583","Baptist University of the Americas",2,3558,8815,0.1667,0.1875,-0.124775044991002
"5625","American InterContinental University-Online",3,14577,1497,0.4026,0.3455,0.141828117237953
"5632","University of California-Merced",1,7985,7748,0.6039,0.6216,-0.0293094883258819
"5639","Platt College-North OKC",3,18647,7357,0.53,0.5714,-0.0781132075471698
"5641","Westwood College-Northlake",3,15236,3412,0.2222,0.375,-0.687668766876688
"5642","University of Phoenix-New Jersey",3,10436,5299,0.2857,0.0968,0.661183059152958
"5643","University of Phoenix-Minnesota",3,8394,4123,0.1333,0.3333,-1.50037509377344
"5650","Everest University-Orange Park",3,9991,4701,0.5186,0.6329,-0.220401079830313
"5663","Neumont University",3,11536,2517,0.625,0.2,0.68
"5664","Johnson & Wales University-Charlotte",2,15709,6149,0.6347,0.3182,0.498660784622656
"5685","Ave Maria University",2,9576,9458,0.4336,0.275,0.365774907749077
"5718","Stanbridge College",3,10580,1355,0.7442,0.7473,-0.00416554689599569
"5723","Harrisburg University of Science and Technology",2,15803,12875,0.4,0.3333,0.16675
"5724","The Art Institute of Ohio-Cincinnati",3,15241,4526,0.2973,0.5,-0.681802892700975
"5725","Stevens-Henager College",2,17451,5139,0.3276,0.2308,0.295482295482295
"5728","Sanford-Brown College-Las Vegas",3,18878,4799,0.3571,0.4286,-0.200224026883226
"5730","International Academy of Design and Technology-Nashville",3,35088,20551,0.3696,0.6667,-0.803841991341991
"5734","ITT Technical Institute-Kansas City",3,19912,2391,0.4568,0.4,0.124343257443082
"5735","ITT Technical Institute-Kennesaw",3,16269,1920,0.2308,0.4615,-0.999566724436742
"5736","ITT Technical Institute-Owings Mills",3,20904,2828,0.4898,0.5,-0.0208248264597795
"5743","Westwood College-Arlington Ballston",3,15993,3700,0.6667,0.3889,0.416679166041698
"5752","Everest College-Mesa",3,9830,5705,0.7326,0.7655,-0.0449085449085448
"5755","AmeriTech College-Draper",3,18516,9135,0.8152,0.625,0.233316977428852
"5762","Fortis College-Largo",3,9909,6735,0.5172,0.6667,-0.289056457849961
"5765","Eagle Gate College-Layton",3,12195,5706,0.55,0.75,-0.363636363636364
"5768","Expression College for Digital Arts",3,35928,15313,0.7,0.3636,0.480571428571429
"5779","Georgia Gwinnett College",1,3591,4973,0.2977,0.1364,0.541820624790057
"5799","SUM Bible College and Theological Seminary",2,6555,3600,0.1429,0.5,-2.49895031490553
"5818","Careers Unlimited",3,18601,11500,1,1,0
"5823","Shorter University-College of Adult & Professional Programs",2,11614,3253,0.5,0.5,0
"5824","The Art Institute of Indianapolis",3,13416,4193,0.3875,0.3333,0.139870967741936
"5825","Eastern International College-Belleville",3,9037,6616,1,0.9474,0.0526
"5829","ITT Technical Institute-Charlotte South",3,19822,2414,0.2683,0.2143,0.201267238166232
"5830","ITT Technical Institute-Clovis",3,18739,2218,0.3571,0.5476,-0.533464015681882
"5832","ITT Technical Institute-Swartz Creek",3,19706,2272,0.4091,0.1667,0.592520166218529
"5833","ITT Technical Institute-Lexington",3,14100,2178,0.28,0.1667,0.404642857142857
"5834","ITT Technical Institute-Maumee",3,19700,2344,0.4821,0.4286,0.110972827214271
"5835","ITT Technical Institute-Oklahoma City",3,19517,3249,0.2581,0.8333,-2.22859356838435
"5836","ITT Technical Institute-Tulsa",3,19660,3543,0.3421,0.6,-0.753873136509792
"5838","Argosy University-The Art Institute of California-Inland Empire",3,13720,4738,0.3243,0.4487,-0.383595436324391
"5843","Westwood College-Annandale",3,14911,2995,0.3846,0.15,0.609984399375975
"5846","Rasmussen College-Illinois",3,16546,3903,0.2923,0.1818,0.378036264112214
"5851","CollegeAmerica-Fort Collins",2,17784,7426,0.4889,0.2679,0.452035181018613
"5856","University of South Florida-St Petersburg",1,5560,5642,0.3346,0.2292,0.315002988643156
"5858","Arizona State University-Downtown Phoenix",1,12430,9648,0.6125,0.536,0.124897959183673
"5886","American Public University System",3,7662,2170,0.4805,0.2,0.583766909469303
"5912","Visible Music College",2,31193,20566,0.5238,0.6667,-0.272814051164566
"5921","South University-Tampa",3,17696,7867,0.1667,0.1667,0
"5932","The Art Institute of Salt Lake City",3,12117,5456,0.125,0.6667,-4.3336
"5936","The Art Institute of Charleston",3,14154,4948,0.3043,0.3333,-0.0953006901084455
"5937","Argosy University-The Art Institute of California-Sacramento",3,12993,4960,0.45,0.5,-0.111111111111111
"5944","ITT Technical Institute-St Petersburg",3,15433,3381,0.3158,1,-2.16656111462951
"5946","ITT Technical Institute-Columbia",3,17887,2090,0.3077,0.25,0.1875203119922
"5949","ITT Technical Institute-Mobile",3,15086,1774,0.25,1,-3
"5951","ITT Technical Institute-South Bend",3,20796,4425,0.5385,0.3333,0.381058495821727
"5958","Broadview University-Layton",3,18950,8594,0.5455,0.5,0.0834097158570119
"5959","International Academy of Design and Technology-Sacramento",3,24878,6075,0.3103,0.4,-0.289075088623912
"5961","Sanford-Brown College-San Antonio",3,15169,4180,0.4444,0.5116,-0.151215121512151
"5994","Columbia Southern University",3,4520,1755,0.6601,0.4516,0.315861233146493
"6005","Digital Media Arts College",3,14339,2829,0.3684,0.2,0.457111834961998
"6041","Southwest University at El Paso",3,11442,1501,1,0.7647,0.2353
"6050","The Art Institute of Pittsburgh-Online Division",3,10851,2509,0.105,0.1364,-0.299047619047619
"6053","CollegeAmerica-Cheyenne",2,16020,4593,0.1692,0.2,-0.182033096926714
"6058","The Art Institute of Michigan",3,13954,4726,0.5833,0.5,0.142808160466312
"6059","The Art Institute of Austin",3,12707,4097,0.4167,0.3529,0.15310775137989
"6060","Argosy University-The Art Institute of California-Silicon Valley",3,16294,6822,0.1818,0.75,-3.12541254125413
"6062","Remington College-Shreveport Campus",2,10318,4007,0.7368,1,-0.357220412595005
"6069","ITT Technical Institute-Clive",3,17648,2247,0.2308,0.5,-1.16637781629116
"6071","ITT Technical Institute-Phoenix",3,20129,4257,0.381,0.25,0.343832020997375
"6073","ITT Technical Institute-High Point",3,18443,2807,0.1667,0.5,-1.99940011997601
"6104","The King’s College",2,12980,12346,0.5577,0.5,0.10346064192218
"6106","Chamberlain College of Nursing-Ohio",3,18862,6633,0.3636,1,-1.75027502750275
"6131","Broadview University-Orem",3,19889,9020,0.5,0.5,0
"6207","Brown Mackie College-Boise",3,9388,3763,0.3853,0.4167,-0.0814949390085649
"6208","Brown Mackie College-Tulsa",3,11683,4267,0.3333,1,-2.000300030003
"6257","Sanford-Brown College-Online",3,17680,2173,0.1702,0.1333,0.216803760282021
"6262","Argosy University-Phoenix Online Division",3,9410,2581,0.113,0.027,0.761061946902655
"6320","Angeles College",3,13513,3310,1,0.5,0.5
"6354","American Business and Technology University",3,7893,1979,0.75,1,-0.333333333333333
"6472","Unitek College",3,32822,15612,1,0.9677,0.0323
"6579","Tribeca Flashpoint College",3,20952,6996,0.5641,0.4667,0.172664421201915
"6592","Stevens-Henager College",2,18072,4171,0.4437,0.5616,-0.265720081135903
"6700","John Paul the Great Catholic University",2,12989,10134,0.6,0.5,0.166666666666667
"6704","Independence University",2,11218,1954,0.8158,0.9091,-0.114366266241726
"6790","CollegeAmerica-Phoenix",2,13937,1761,0.3256,0.4694,-0.441646191646192
"6804","South University–Savannah Online",3,7677,2144,0.0364,0.0105,0.711538461538461
"6811","Sanford-Brown College-Brooklyn Center",3,14760,5507,0.5,1,-1
"6834","Criswell College",2,8478,8559,0.2857,0.25,0.124956247812391
"6948","Pennsylvania State University-World Campus",1,5773,4260,0.2667,1,-2.74953130858643
"6960","Bryant & Stratton College-Online",3,10841,837,0.32,0.5,-0.5625
"6968","Warner Pacific College Adult Degree Program",2,9790,6480,0.1538,1,-5.50195058517555
"7082","Augusta University",1,9501,20309,0.3437,0.4412,-0.283677625836485
"7083","Middle Georgia State University",1,2911,6575,0.1944,0.1379,0.290637860082305
"7104","DeVry College of New York",3,15948,2757,0.2727,0.3091,-0.133480014668133
"7105","DeVry University-Arizona",3,14697,3779,0.439,0.3585,0.183371298405467
"7106","DeVry University-California",3,14930,3041,0.3534,0.3131,0.114035087719298
"7107","DeVry University-Colorado",3,14383,3291,0.3714,0.3077,0.171513193322563
"7108","DeVry University-Florida",3,15029,3366,0.4127,0.4737,-0.147807123818755
"7109","DeVry University-Georgia",3,14824,3306,0.3833,0.1818,0.525697886772763
"7110","DeVry University-Illinois",3,14281,1626,0.3532,0.371,-0.0503963759909399
"7116","DeVry University-Nevada",3,14560,2710,0.25,0.25,0
"7117","DeVry University-New Jersey",3,15641,4128,0.4462,0.2766,0.38009861048857
"7118","DeVry University-North Carolina",3,15485,3211,0.1429,0.5,-2.49895031490553
"7119","DeVry University-Ohio",3,14429,2786,0.4381,0.3333,0.239214791143575
"7122","DeVry University-Pennsylvania",3,15383,4276,0.35,0.1538,0.560571428571429
"7124","DeVry University-Texas",3,15442,4395,0.2198,0.2252,-0.0245677888989992
"7126","DeVry University-Virginia",3,15045,3496,0.1481,0.2857,-0.929101958136394
"7127","DeVry University-Washington",3,15033,4665,0.2889,0.2222,0.230875735548633
"7129","University of North Georgia",1,4323,4906,0.2676,0.1935,0.276905829596413
"7130","South Georgia State College",1,1329,3590,0.1909,0.0952,0.50130958617077
"7231","University of Phoenix-Arizona",3,12922,2016,0.2498,0.1831,0.267013610888711
"7232","University of Phoenix-Arkansas",3,9035,3389,0.1615,0.125,0.226006191950464
"7233","University of Phoenix-California",3,11491,2718,0.2333,0.2204,0.055293613373339
"7234","University of Phoenix-Colorado",3,9862,3264,0.1717,0.2826,-0.645894001164823
"7235","University of Phoenix-Florida",3,10016,3320,0.1571,0.2692,-0.713558243157225
"7236","University of Phoenix-Georgia",3,10383,3251,0.163,0.2353,-0.443558282208589
"7238","University of Phoenix-Michigan",3,10046,4677,0.134,0.0909,0.321641791044776
"7240","University of Phoenix-Nevada",3,10041,3244,0.1379,0.1486,-0.0775924583031183
"7243","University of Phoenix-Tennessee",3,10080,2957,0.2344,0.3333,-0.421928327645051
"7244","University of Phoenix-Texas",3,10894,3032,0.1918,0.2207,-0.150677789363921
"7245","University of Phoenix-Virginia",3,11003,4093,0.2273,0.25,-0.0998680158380994
"7271","California College San Diego",2,17303,3827,0.3099,0.3418,-0.102936431106809
"NA",NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA,NA
"NA.40",NA,NA,NA,NA,NA,NA,NA
"NA.41",NA,NA,NA,NA,NA,NA,NA
"NA.42",NA,NA,NA,NA,NA,NA,NA
"NA.43",NA,NA,NA,NA,NA,NA,NA
"NA.44",NA,NA,NA,NA,NA,NA,NA
"NA.45",NA,NA,NA,NA,NA,NA,NA
"NA.46",NA,NA,NA,NA,NA,NA,NA
"NA.47",NA,NA,NA,NA,NA,NA,NA
"NA.48",NA,NA,NA,NA,NA,NA,NA
"NA.49",NA,NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA,NA
"NA.51",NA,NA,NA,NA,NA,NA,NA
"NA.52",NA,NA,NA,NA,NA,NA,NA
"NA.53",NA,NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA,NA
"NA.56",NA,NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA,NA
"NA.58",NA,NA,NA,NA,NA,NA,NA
"NA.59",NA,NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA,NA
"NA.62",NA,NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA,NA
"NA.68",NA,NA,NA,NA,NA,NA,NA
"NA.69",NA,NA,NA,NA,NA,NA,NA
"NA.70",NA,NA,NA,NA,NA,NA,NA
"NA.71",NA,NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA,NA
"NA.73",NA,NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA
"NA.76",NA,NA,NA,NA,NA,NA,NA
"NA.77",NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA,NA
"NA.88",NA,NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA,NA
"NA.93",NA,NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA,NA
"NA.98",NA,NA,NA,NA,NA,NA,NA
"NA.99",NA,NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA,NA
"NA.104",NA,NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA,NA
"NA.107",NA,NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA,NA
"NA.109",NA,NA,NA,NA,NA,NA,NA
"NA.110",NA,NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA,NA
"NA.112",NA,NA,NA,NA,NA,NA,NA
"NA.113",NA,NA,NA,NA,NA,NA,NA
"NA.114",NA,NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA,NA
"NA.116",NA,NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA,NA
"NA.118",NA,NA,NA,NA,NA,NA,NA
"NA.119",NA,NA,NA,NA,NA,NA,NA
"NA.120",NA,NA,NA,NA,NA,NA,NA
"NA.121",NA,NA,NA,NA,NA,NA,NA
"NA.122",NA,NA,NA,NA,NA,NA,NA
"NA.123",NA,NA,NA,NA,NA,NA,NA
"NA.124",NA,NA,NA,NA,NA,NA,NA
"NA.125",NA,NA,NA,NA,NA,NA,NA
"NA.126",NA,NA,NA,NA,NA,NA,NA
"NA.127",NA,NA,NA,NA,NA,NA,NA
"NA.128",NA,NA,NA,NA,NA,NA,NA
"NA.129",NA,NA,NA,NA,NA,NA,NA
"NA.130",NA,NA,NA,NA,NA,NA,NA
"NA.131",NA,NA,NA,NA,NA,NA,NA
"NA.132",NA,NA,NA,NA,NA,NA,NA
"NA.133",NA,NA,NA,NA,NA,NA,NA
"NA.134",NA,NA,NA,NA,NA,NA,NA
"NA.135",NA,NA,NA,NA,NA,NA,NA
"NA.136",NA,NA,NA,NA,NA,NA,NA
"NA.137",NA,NA,NA,NA,NA,NA,NA
"NA.138",NA,NA,NA,NA,NA,NA,NA
"NA.139",NA,NA,NA,NA,NA,NA,NA
"NA.140",NA,NA,NA,NA,NA,NA,NA
"NA.141",NA,NA,NA,NA,NA,NA,NA
"NA.142",NA,NA,NA,NA,NA,NA,NA
"NA.143",NA,NA,NA,NA,NA,NA,NA
"NA.144",NA,NA,NA,NA,NA,NA,NA
"NA.145",NA,NA,NA,NA,NA,NA,NA
"NA.146",NA,NA,NA,NA,NA,NA,NA
"NA.147",NA,NA,NA,NA,NA,NA,NA
"NA.148",NA,NA,NA,NA,NA,NA,NA
"NA.149",NA,NA,NA,NA,NA,NA,NA
"NA.150",NA,NA,NA,NA,NA,NA,NA
"NA.151",NA,NA,NA,NA,NA,NA,NA
"NA.152",NA,NA,NA,NA,NA,NA,NA
"NA.153",NA,NA,NA,NA,NA,NA,NA
"NA.154",NA,NA,NA,NA,NA,NA,NA
"NA.155",NA,NA,NA,NA,NA,NA,NA
"NA.156",NA,NA,NA,NA,NA,NA,NA
"NA.157",NA,NA,NA,NA,NA,NA,NA
"NA.158",NA,NA,NA,NA,NA,NA,NA
"NA.159",NA,NA,NA,NA,NA,NA,NA
"NA.160",NA,NA,NA,NA,NA,NA,NA
"NA.161",NA,NA,NA,NA,NA,NA,NA
"NA.162",NA,NA,NA,NA,NA,NA,NA
"NA.163",NA,NA,NA,NA,NA,NA,NA
"NA.164",NA,NA,NA,NA,NA,NA,NA
"NA.165",NA,NA,NA,NA,NA,NA,NA
"NA.166",NA,NA,NA,NA,NA,NA,NA
"NA.167",NA,NA,NA,NA,NA,NA,NA
"NA.168",NA,NA,NA,NA,NA,NA,NA
"NA.169",NA,NA,NA,NA,NA,NA,NA
"NA.170",NA,NA,NA,NA,NA,NA,NA
"NA.171",NA,NA,NA,NA,NA,NA,NA
"NA.172",NA,NA,NA,NA,NA,NA,NA
"NA.173",NA,NA,NA,NA,NA,NA,NA
"NA.174",NA,NA,NA,NA,NA,NA,NA
"NA.175",NA,NA,NA,NA,NA,NA,NA
"NA.176",NA,NA,NA,NA,NA,NA,NA
"NA.177",NA,NA,NA,NA,NA,NA,NA
"NA.178",NA,NA,NA,NA,NA,NA,NA
"NA.179",NA,NA,NA,NA,NA,NA,NA
"NA.180",NA,NA,NA,NA,NA,NA,NA
"NA.181",NA,NA,NA,NA,NA,NA,NA
"NA.182",NA,NA,NA,NA,NA,NA,NA
"NA.183",NA,NA,NA,NA,NA,NA,NA
"NA.184",NA,NA,NA,NA,NA,NA,NA
"NA.185",NA,NA,NA,NA,NA,NA,NA
"NA.186",NA,NA,NA,NA,NA,NA,NA
"NA.187",NA,NA,NA,NA,NA,NA,NA
"NA.188",NA,NA,NA,NA,NA,NA,NA
"NA.189",NA,NA,NA,NA,NA,NA,NA
"NA.190",NA,NA,NA,NA,NA,NA,NA
"NA.191",NA,NA,NA,NA,NA,NA,NA
"NA.192",NA,NA,NA,NA,NA,NA,NA
"NA.193",NA,NA,NA,NA,NA,NA,NA
"NA.194",NA,NA,NA,NA,NA,NA,NA
"NA.195",NA,NA,NA,NA,NA,NA,NA
"NA.196",NA,NA,NA,NA,NA,NA,NA
"NA.197",NA,NA,NA,NA,NA,NA,NA
"NA.198",NA,NA,NA,NA,NA,NA,NA
"NA.199",NA,NA,NA,NA,NA,NA,NA
"NA.200",NA,NA,NA,NA,NA,NA,NA
"NA.201",NA,NA,NA,NA,NA,NA,NA
"NA.202",NA,NA,NA,NA,NA,NA,NA
"NA.203",NA,NA,NA,NA,NA,NA,NA
